Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Wasylkiw, L., Tomes, J.L., Smith, F.","Subset testing: Prevalence and implications for study behaviors",2008,"Journal of Experimental Education","76","3",,"243","257",,1,10.3200/JEXE.76.3.243-258,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-42449134108&doi=10.3200%2fJEXE.76.3.243-258&partnerID=40&md5=eca4ea3eae44d5dbef896ecc7aab0309",Article,Scopus,2-s2.0-42449134108
"Callihan, H.D., Bell, F.H.","The effect of specially constructed advance organizers and post-organizers on mathematics learning",1978,"International Journal of Mathematical Education in Science and Technology","9","4",,"433","450",,1,10.1080/0020739780090406,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946294637&doi=10.1080%2f0020739780090406&partnerID=40&md5=7aaf5fa6dab5f5cbcba6e38be9edd6f0",Article,Scopus,2-s2.0-84946294637
"Price, J., Harrison, A.","Examining what prestudy and immediate judgments of learning reveal about the bases of metamemory judgments",2017,"Journal of Memory and Language","94",,,"177","194",,,10.1016/j.jml.2016.12.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008154366&doi=10.1016%2fj.jml.2016.12.003&partnerID=40&md5=21d69c3e176bf62bc756de14816d9898",Article,Scopus,2-s2.0-85008154366
"Hanczakowski, M., Beaman, C.P., Jones, D.M.","When distraction benefits memory through semantic similarity",2017,"Journal of Memory and Language","94",,,"61","74",,,10.1016/j.jml.2016.11.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000995827&doi=10.1016%2fj.jml.2016.11.005&partnerID=40&md5=09ba24d63e9d54dacdd1d72bac4335c8",Article,Scopus,2-s2.0-85000995827
"Mueller, M.L., Dunlosky, J.","How beliefs can impact judgments of learning: Evaluating analytic processing theory with beliefs about fluency",2017,"Journal of Memory and Language","93",,,"245","258",,,10.1016/j.jml.2016.10.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995801524&doi=10.1016%2fj.jml.2016.10.008&partnerID=40&md5=274fbce44d23e2bfe7da1cb7ce130843",Article,Scopus,2-s2.0-84995801524
"Li, T., Hu, X., Zheng, J., Su, N., Liu, Z., Luo, L.","The influence of visual mental imagery size on metamemory accuracy in judgment of learning",2017,"Memory","25","2",,"244","253",,,10.1080/09658211.2016.1153658,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961209410&doi=10.1080%2f09658211.2016.1153658&partnerID=40&md5=c55fc52a0ed256c7d841941178e3b1a1",Article,Scopus,2-s2.0-84961209410
"Undorf, M., Zimdahl, M.F., Bernstein, D.M.","Perceptual fluency contributes to effects of stimulus size on judgments of learning",2017,"Journal of Memory and Language","92",,,"293","304",,,10.1016/j.jml.2016.07.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982698714&doi=10.1016%2fj.jml.2016.07.003&partnerID=40&md5=58ad0be893bc1c7bdd0819dfaeb1c200",Article,Scopus,2-s2.0-84982698714
"Yang, C., Potts, R., Shanks, D.R.","Metacognitive Unawareness of the Errorful Generation Benefit and Its Effects on Self-Regulated Learning",2017,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000363,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010021982&doi=10.1037%2fxlm0000363&partnerID=40&md5=cfc4f4564682017f82e6fc7320c66991",Article in Press,Scopus,2-s2.0-85010021982
"Hourihan, K.L., Bursey, E.","A misleading feeling of happiness: metamemory for positive emotional and neutral pictures",2017,"Memory","25","1",,"35","43",,,10.1080/09658211.2015.1122809,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949812329&doi=10.1080%2f09658211.2015.1122809&partnerID=40&md5=a98c1eda86a332f6bdeb3b0488e1596c",Article,Scopus,2-s2.0-84949812329
"Hourihan, K.L., Fraundorf, S.H., Benjamin, A.S.","The influences of valence and arousal on judgments of learning and on recall",2017,"Memory and Cognition","45","1",,"121","136",,,10.3758/s13421-016-0646-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982163202&doi=10.3758%2fs13421-016-0646-3&partnerID=40&md5=4549c469ebf2e0257aa0a1be9eacabec",Article,Scopus,2-s2.0-84982163202
"Roelle, J., Schmidt, E.M., Buchau, A., Berthold, K.","Effects of informing learners about the dangers of making overconfident judgments of learning",2017,"Journal of Educational Psychology","109","1",,"99","117",,,10.1037/edu0000132,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008698629&doi=10.1037%2fedu0000132&partnerID=40&md5=8fcd9c43b9f211e9a8aa0d90af2f8cc7",Article,Scopus,2-s2.0-85008698629
"Witherby, A.E., Tauber, S.K.","The concreteness effect on judgments of learning: Evaluating the contributions of fluency and beliefs",2016,"Memory and Cognition",,,,"1","12",,,10.3758/s13421-016-0681-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006355944&doi=10.3758%2fs13421-016-0681-0&partnerID=40&md5=dba6be3f35981e3baf510497f5d6ba9c",Article in Press,Scopus,2-s2.0-85006355944
"Müller, B.C.N., Tsalas, N.R.H., van Schie, H.T., Meinhardt, J., Proust, J., Sodian, B., Paulus, M.","Neural correlates of judgments of learning – An ERP study on metacognition",2016,"Brain Research","1652",,,"170","177",,,10.1016/j.brainres.2016.10.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992025879&doi=10.1016%2fj.brainres.2016.10.005&partnerID=40&md5=33d0e0d15baaec67e23420509324b0d9",Article,Scopus,2-s2.0-84992025879
"Pilegard, C., Fiorella, L.","Helping students help themselves: Generative learning strategies improve middle school students’ self-regulation in a cognitive tutor",2016,"Computers in Human Behavior","65",,,"121","126",,,10.1016/j.chb.2016.08.020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989252448&doi=10.1016%2fj.chb.2016.08.020&partnerID=40&md5=d1e3784bf34fabb6e45f0ae78a0fdb36",Article,Scopus,2-s2.0-84989252448
"Akdoğan, E., Izaute, M., Danion, J.-M., Vidailhet, P., Bacon, E.","Is retrieval the key? Metamemory judgment and testing as learning strategies",2016,"Memory","24","10",,"1390","1395",,,10.1080/09658211.2015.1112812,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947905844&doi=10.1080%2f09658211.2015.1112812&partnerID=40&md5=d8047b21378c59787450159697507061",Article,Scopus,2-s2.0-84947905844
"Undorf, M., Zander, T.","Intuition and metacognition: The effect of semantic coherence on judgments of learning",2016,"Psychonomic Bulletin and Review",,,,"1","8",,,10.3758/s13423-016-1189-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994201160&doi=10.3758%2fs13423-016-1189-0&partnerID=40&md5=1a7498d590db2e7fc9d0adef410e9f3a",Article in Press,Scopus,2-s2.0-84994201160
"Grainger, C., Williams, D.M., Lind, S.E.","Judgment of Learning Accuracy in High-functioning Adolescents and Adults with Autism Spectrum Disorder",2016,"Journal of Autism and Developmental Disorders","46","11",,"3570","3582",,,10.1007/s10803-016-2895-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983738731&doi=10.1007%2fs10803-016-2895-1&partnerID=40&md5=f3c7b174c43b7425909d91dfec4b0d6d",Article,Scopus,2-s2.0-84983738731
"Löffler, E., von der Linden, N., Schneider, W.","Influence of Domain Knowledge on Monitoring Performance Across the Life Span",2016,"Journal of Cognition and Development","17","5",,"765","785",,,10.1080/15248372.2016.1208204,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988957853&doi=10.1080%2f15248372.2016.1208204&partnerID=40&md5=5a5da6d2075e3814e6c2f107766f9d97",Article,Scopus,2-s2.0-84988957853
"Frank, D.J., Kuhlmann, B.G.","More Than Just Beliefs: Experience and Beliefs Jointly Contribute to Volume Effects on Metacognitive Judgments",2016,"Journal of Experimental Psychology: Learning Memory and Cognition",,,,"","",,,10.1037/xlm0000332,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990862179&doi=10.1037%2fxlm0000332&partnerID=40&md5=8b0ed61dd1370e06b7c79ac2cb4d624c",Article in Press,Scopus,2-s2.0-84990862179
"Sitzman, D.M., Rhodes, M.G., Kornell, N.","The influence of feedback on predictions of future memory performance",2016,"Memory and Cognition","44","7",,"1102","1113",,,10.3758/s13421-016-0623-x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973163837&doi=10.3758%2fs13421-016-0623-x&partnerID=40&md5=42755a7b954839a7799824531579a812",Article,Scopus,2-s2.0-84973163837
"Zawadzka, K., Higham, P.A.","Recalibration effects in judgments of learning: A signal detection analysis",2016,"Journal of Memory and Language","90",,,"161","176",,,10.1016/j.jml.2016.04.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968624075&doi=10.1016%2fj.jml.2016.04.005&partnerID=40&md5=ea8a03245305229219f379d1b0d122b1",Article,Scopus,2-s2.0-84968624075
"Benitez, V.L., Yurovsky, D., Smith, L.B.","Competition between multiple words for a referent in cross-situational word learning",2016,"Journal of Memory and Language","90",,,"31","48",,,10.1016/j.jml.2016.03.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961721995&doi=10.1016%2fj.jml.2016.03.004&partnerID=40&md5=b51e7cff16db119b4cc6f2ec0a698aa1",Article,Scopus,2-s2.0-84961721995
"Silva, A.R., Pinho, M.S., Macedo, L., Souchay, C., Moulin, C.","Mnemonic anosognosia in Alzheimer’s disease is caused by a failure to transfer online evaluations of performance: Evidence from memory training programs",2016,"Journal of Clinical and Experimental Neuropsychology",,,,"1","15",,,10.1080/13803395.2016.1231799,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988928244&doi=10.1080%2f13803395.2016.1231799&partnerID=40&md5=58ebd0dd8464ef96584f302af1b5b3ca",Article in Press,Scopus,2-s2.0-84988928244
"Tauber, S.K., Dunlosky, J., Urry, H.L., Opitz, P.C.","The effects of emotion on younger and older adults’ monitoring of learning",2016,"Aging, Neuropsychology, and Cognition",,,,"1","20",,,10.1080/13825585.2016.1227423,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988696629&doi=10.1080%2f13825585.2016.1227423&partnerID=40&md5=b62213f6ce7aa56b1622f6457e3ed547",Article in Press,Scopus,2-s2.0-84988696629
"Schmidt, S.R., Schmidt, C.R.","Revisiting von Restorff’s early isolation effect",2016,"Memory and Cognition",,,,"1","14",,,10.3758/s13421-016-0651-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988328421&doi=10.3758%2fs13421-016-0651-6&partnerID=40&md5=904d28266bbaa99c01fa7e3f7ebfd392",Article in Press,Scopus,2-s2.0-84988328421
"Zhou, L., Lu, J., Dong, L.","Age-Related Differences in Metamemory Accuracy among the Elderly: The Effect of Declining Inhibitory Function",2016,"Journal of Adult Development",,,,"1","10",,,10.1007/s10804-016-9246-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983783136&doi=10.1007%2fs10804-016-9246-5&partnerID=40&md5=3bf23612bc4fe1eca26c126f2e316c50",Article in Press,Scopus,2-s2.0-84983783136
"Vössing, J., Stamov-Roßnagel, C.","Boosting metacomprehension accuracy in computer-supported learning: The role of judgment task and judgment scope",2016,"Computers in Human Behavior","54",,,"73","82",,,10.1016/j.chb.2015.07.066,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938940713&doi=10.1016%2fj.chb.2015.07.066&partnerID=40&md5=bc93b46ef40a88d7aa847975086ad2d2",Article,Scopus,2-s2.0-84938940713
"Gaynor, A.M., Chua, E.F.","tDCS over the prefrontal cortex alters objective but not subjective encoding",2016,"Cognitive Neuroscience",,,,"1","6",,,10.1080/17588928.2016.1213713,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980351172&doi=10.1080%2f17588928.2016.1213713&partnerID=40&md5=baba5cb7c2ea7b8785005c8042f18146",Article in Press,Scopus,2-s2.0-84980351172
"Ramachandra, V.","The linguistic and cognitive factors associated with lexical-gustatory synesthesia: A case study",2016,"Brain and Cognition","106",,,"23","32",,,10.1016/j.bandc.2016.04.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964836184&doi=10.1016%2fj.bandc.2016.04.005&partnerID=40&md5=0ce452d00ecca7b3cbba4bb83f142479",Article,Scopus,2-s2.0-84964836184
"Undorf, M., Böhm, S., Cüpper, L.","Do Judgments of Learning Predict Automatic Influences of Memory?",2016,"Journal of Experimental Psychology: Learning Memory and Cognition","42","6",,"882","896",,,10.1037/xlm0000207,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947997412&doi=10.1037%2fxlm0000207&partnerID=40&md5=0ccb62e90237030befa22a589ab5071a",Article,Scopus,2-s2.0-84947997412
"Price, J., McElroy, K., Martin, N.J.","The role of font size and font style in younger and older adults predicted and actual recall performance",2016,"Aging, Neuropsychology, and Cognition","23","3",,"366","388",,,10.1080/13825585.2015.1102194,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961060627&doi=10.1080%2f13825585.2015.1102194&partnerID=40&md5=5a67351b97943d73f7c36e12ea585af1",Article,Scopus,2-s2.0-84961060627
"Vössing, J., Stamov-Roßnagel, C., Heinitz, K.","Images in computer-supported learning: Increasing their benefits for metacomprehension through judgments of learning",2016,"Computers in Human Behavior","58",,,"221","230",,,10.1016/j.chb.2015.12.058,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954212010&doi=10.1016%2fj.chb.2015.12.058&partnerID=40&md5=51200ce353b55f87157ee5d435702837",Article,Scopus,2-s2.0-84954212010
"Mueller, M.L., Dunlosky, J., Tauber, S.K.","The effect of identical word pairs on people's metamemory judgments: What are the contributions of processing fluency and beliefs about memory?",2016,"Quarterly Journal of Experimental Psychology","69","4",,"781","799",,,10.1080/17470218.2015.1058404,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958780477&doi=10.1080%2f17470218.2015.1058404&partnerID=40&md5=302ba2d214c3ec041dc518d5c163aa44",Article,Scopus,2-s2.0-84958780477
"Izaute, M., Rondepierre, F., Jalenques, I.","Metamemory with ageing in schizophrenia: Monitoring and control [Évaluation et utilisation de stratégies en mémoire par des patients schizophrènes âgés]",2016,"Annales Medico-Psychologiques","174","3",,"189","193",,,10.1016/j.amp.2016.01.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961178135&doi=10.1016%2fj.amp.2016.01.005&partnerID=40&md5=660d06547a5252d40a8a62a39894bf14",Article,Scopus,2-s2.0-84961178135
"Smith, R.E., Reed Hunt, R.","Distinctive processing in young and older adults: Metacognitive judgments and the isolation paradigm",2016,"Psychology and Aging","31","2",,"198","209",,,10.1037/pag0000076,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957666790&doi=10.1037%2fpag0000076&partnerID=40&md5=e4b3f7ccf482be2e3838b60f7d61f92c",Article,Scopus,2-s2.0-84957666790
"Nguyen, K., McDaniel, M.A.","The JOIs of text comprehension: Supplementing retrieval practice to enhance inference performance",2016,"Journal of Experimental Psychology: Applied","22","1",,"59","71",,,10.1037/xap0000066,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946078314&doi=10.1037%2fxap0000066&partnerID=40&md5=11dc787a3308c76415100387a767e5d9",Article,Scopus,2-s2.0-84946078314
"Carter, M.J., Smith, V., Ste-Marie, D.M.","Judgments of learning are significantly higher following feedback on relatively good versus relatively poor trials despite no actual learning differences",2016,"Human Movement Science","45",,,"63","70",,,10.1016/j.humov.2015.11.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947252638&doi=10.1016%2fj.humov.2015.11.006&partnerID=40&md5=bbfc002c6cb914194d25727980eae5eb",Article,Scopus,2-s2.0-84947252638
"Ruiz, M., Arroyo, C.","JOLer: A java standalone application for simulating the weaver &amp; Kelemen’s judgment of learning (JOL) model [JOLer: Una aplicación Java de escritorio para simular el modelo de juicios de aprendizaje de Weaver y Kelemen]",2016,"Anales de Psicologia","32","3",,"893","898",,,10.6018/analesps.32.3.224401,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979743173&doi=10.6018%2fanalesps.32.3.224401&partnerID=40&md5=2e944fc71b731fa9b43c75c2483060bc",Article,Scopus,2-s2.0-84979743173
"Luna, K., Martín-Luengo, B., Shtyrov, Y., Myachykov, A.","Judgments of learning for words in vertical space",2016,"Frontiers in Psychology","7","DEC", 1894,"","",,,10.3389/fpsyg.2016.01894,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009285445&doi=10.3389%2ffpsyg.2016.01894&partnerID=40&md5=e36936bd89bb987be6bd5acea9a210df",Article,Scopus,2-s2.0-85009285445
"Foster, N.L., Dunlosky, J., Sahakyan, L.","Is awareness of the ability to forget (or to remember) critical for demonstrating directed forgetting?",2015,"Journal of Memory and Language","85",,,"88","100",,,10.1016/j.jml.2015.06.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939794531&doi=10.1016%2fj.jml.2015.06.009&partnerID=40&md5=ae247b0e0d3b9ee72551bc30ae64f493",Article,Scopus,2-s2.0-84939794531
"Heyes, D., Daun, T.J., Zimmermann, A., Lienkamp, M.","The Virtual Driving Coach - design and preliminary testing of a predictive eco-driving assistance system for heavy-duty vehicles",2015,"European Transport Research Review","7","3", 25,"","",13,,10.1007/s12544-015-0174-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938841675&doi=10.1007%2fs12544-015-0174-4&partnerID=40&md5=82b3abd7a0cbf8b252e62dbc0348e1b3",Article,Scopus,2-s2.0-84938841675
"Zortea, M., De Jou, G.I., De Salles, J.F.","Memory monitoring and control in young and intermediate-age adults",2015,"Paideia","25","61",,"241","249",,,10.1590/1982-43272561201512,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932094591&doi=10.1590%2f1982-43272561201512&partnerID=40&md5=d2978a53be70f4e441f2ab184544729a",Article,Scopus,2-s2.0-84932094591
"Subramanian, K., Suresh, S., Ping Cheng, R.","A modified projection based learning algorithm for a meta-cognitive radial basis function classifier",2015,"Proceedings - 2015 International Conference on Cognitive Computing and Information Processing, CCIP 2015",,, 7100702,"","",,,10.1109/CCIP.2015.7100702,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930388564&doi=10.1109%2fCCIP.2015.7100702&partnerID=40&md5=93e732fcbf0c8840dd2c685ab645b1f4",Conference Paper,Scopus,2-s2.0-84930388564
"Tauber, S.K., Dunlosky, J., Rawson, K.A.","The influence of retrieval practice versus delayed judgments of learning on memory: Resolving a memory-metamemory paradox",2015,"Experimental Psychology","62","4",,"254","263",,,10.1027/1618-3169/a000296,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942845338&doi=10.1027%2f1618-3169%2fa000296&partnerID=40&md5=2271cd412cbe2898ee1769e99938d167",Article,Scopus,2-s2.0-84942845338
"Yang, H., Cai, Y., Liu, Q., Zhao, X., Wang, Q., Chen, C., Xue, G.","Differential neural correlates underlie judgment of learning and subsequent memory performance",2015,"Frontiers in Psychology","6","NOV", 1699,"","",,,10.3389/fpsyg.2015.01699,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949656271&doi=10.3389%2ffpsyg.2015.01699&partnerID=40&md5=71b3cacf7468e7c812e2689c22896b19",Article,Scopus,2-s2.0-84949656271
"Pyc, M.A., Rawson, K.A., Aschenbrenner, A.J.","Metacognitive monitoring during criterion learning: when and why are judgments accurate?",2014,"Memory &amp; cognition","42","6",,"886","897",,,10.3758/s13421-014-0403-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941735551&doi=10.3758%2fs13421-014-0403-4&partnerID=40&md5=78de02f3b0ce42569d924b9db5627fcd",Article,Scopus,2-s2.0-84941735551
"Otani, H., Von Glahn, N.R., Libkuman, T.M., Goernert, P.N., Kato, K.","Emotional salience and the isolation effect",2014,"Journal of General Psychology","141","1",,"35","46",,,10.1080/00221309.2013.848180,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891591910&doi=10.1080%2f00221309.2013.848180&partnerID=40&md5=3692a1eea84a4dc0f8ab11e5067209e0",Article,Scopus,2-s2.0-84891591910
"Ramanathan, P., Kennedy, M.R.T., Marsolek, C.J.","Implicit memory influences on metamemory during verbal learning after traumatic brain injury",2014,"Journal of Speech, Language, and Hearing Research","57","5",,"1817","1830",,,10.1044/2014_JSLHR-L-13-0204,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907805728&doi=10.1044%2f2014_JSLHR-L-13-0204&partnerID=40&md5=3a99def5fea4f69b499cc62f0d6d959c",Article,Scopus,2-s2.0-84907805728
"Ramos, L., Vidal-Abarca, E.","Differences between students with high and low reading literacy skills: A study with think aloud methodology [Diferencias entre estudiantes con alta y baja competencia lectora: un estudio con metodología de pensar en voz alta]",2013,"Cultura y Educacion","25","3",,"295","308",,,10.1174/113564013807749722,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885359058&doi=10.1174%2f113564013807749722&partnerID=40&md5=9b44e3f03130764b884d9c3a59135c2d",Article,Scopus,2-s2.0-84885359058
"Thomas, A.K., Lee, M., Balota, D.A.","Metacognitive monitoring and dementia: How intrinsic and extrinsic cues influence judgments of learning in people with early-stage alzheimer's disease",2013,"Neuropsychology","27","4",,"452","463",,,10.1037/a0033050,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887707023&doi=10.1037%2fa0033050&partnerID=40&md5=6049b068dcd9bb4ee6029c3d64e1bb7a",Article,Scopus,2-s2.0-84887707023
"Call, J.","The Self and Other: A Missing Link in Comparative Social Cognition",2012,"The Missing Link in Cognition: Origins of self-reflective consciousness",,,,"","",,,10.1093/acprof:oso/9780195161564.003.0013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920382418&doi=10.1093%2facprof%3aoso%2f9780195161564.003.0013&partnerID=40&md5=39866767dbb0ab2002a1a16e124825c9",Book Chapter,Scopus,2-s2.0-84920382418
"Su, S., Yuan, S.","RETRACTED ARTICLE: A study of the relationship among prospective monitory, retrospective monitory and memory performance",2012,"Proceedings - International Conference on Natural Computation",,, 6234523,"550","552",,,10.1109/ICNC.2012.6234523,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866166055&doi=10.1109%2fICNC.2012.6234523&partnerID=40&md5=256599372bb069f3554f15d465e3c742",Conference Paper,Scopus,2-s2.0-84866166055
"Hirai, T.","Subjective judgments in motor learning",2012,"Rigakuryoho Kagaku","27","2",,"135","139",,,10.1589/rika.27.135,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863441932&doi=10.1589%2frika.27.135&partnerID=40&md5=4aa04836f1c4c790ef1ab3a58b1e748d",Article,Scopus,2-s2.0-84863441932
"Crowder, J.A., Friess, S.","Metacognition and metamemory concepts for AI systems",2011,"Proceedings of the 2011 International Conference on Artificial Intelligence, ICAI 2011","2",,,"419","424",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866135213&partnerID=40&md5=7edadf429a48d5009d94b04a9b9a9584",Conference Paper,Scopus,2-s2.0-84866135213
"Illman, N.A., Morrison, C.M.","The role of age of acquisition in memory: Effects on judgements of learning and recall",2011,"Quarterly Journal of Experimental Psychology","64","9",,"1665","1671",,,10.1080/17470218.2011.591495,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052510015&doi=10.1080%2f17470218.2011.591495&partnerID=40&md5=a63c15bd8a21edb50d2a2e297f3ec3c4",Article,Scopus,2-s2.0-80052510015
"Moulin, C.J.A., Perfect, T.J., Akhtar, S., Williams, H.L., Souchay, C.","Judgements of learning and study-time allocation: An illustration from neuropsychology",2011,"Constructions of Remembering and Metacognition: Essays in Honour of Bruce Whittlesea",,,,"167","181",,,10.1057/9780230305281,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999399510&doi=10.1057%2f9780230305281&partnerID=40&md5=70b4965f8eb9fefe7051fb8a76174a2f",Book Chapter,Scopus,2-s2.0-84999399510
"Campos, A., Ameijide, L.","The accuracy of Judgments of Learning (JOLs) and the mnemonic keyword method in elderly adults [Exactitud de los Juicios de aprendizaje (JOLs) y mnemotecnia de la palabra clave en adultos y ancianos]",2011,"International Journal of Psychological Research","4","2",,"64","71",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859416299&partnerID=40&md5=617d5a2e13205e5a3e28959a9075da57",Article,Scopus,2-s2.0-84859416299
"Su, S., Chen, G.","The influence of achievement goal orientation, self-efficacy and task difficulty on JOL",2010,"2010 2nd International Conference on Computational Intelligence and Natural Computing, CINC 2010","1",, 5643870,"159","162",,,10.1109/CINC.2010.5643870,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650992586&doi=10.1109%2fCINC.2010.5643870&partnerID=40&md5=3a941fa0b29d1835aa11a20113720724",Conference Paper,Scopus,2-s2.0-78650992586
"Chen, G., Fu, X.","The foundation of JOLs and influencing factors",2010,"Proceedings - 2010 6th International Conference on Natural Computation, ICNC 2010","4",, 5583984,"2181","2185",,,10.1109/ICNC.2010.5583984,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149317588&doi=10.1109%2fICNC.2010.5583984&partnerID=40&md5=9d4e96111553bcef458234361566920f",Conference Paper,Scopus,2-s2.0-78149317588
